Arrival Date,Market,District,Variety,Modal Price Per Kg,Arrival Quantity Kg,day_of_week,day_of_month,month,week_of_year,price_lag_1,price_lag_7,price_lag_14,rolling_price_7,rolling_price_14
2026-07-21,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.5,3950.0,1,21,7,30,17.5,18.0,17.5,18.0,16.892857142857142
2026-07-22,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.5,3900.0,2,22,7,30,16.5,22.0,14.0,17.214285714285715,17.071428571428573
2026-07-23,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,13.0,4200.0,3,23,7,30,16.5,17.5,16.0,16.571428571428573,16.857142857142858
2026-07-24,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,13.0,4150.0,4,24,7,30,13.0,18.0,14.0,15.857142857142858,16.785714285714285
2026-07-25,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.5,3950.0,5,25,7,30,13.0,17.5,14.0,15.714285714285714,16.964285714285715
2026-07-26,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,4350.0,6,26,7,30,16.5,17.0,16.5,15.785714285714286,17.035714285714285
2026-07-27,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,3950.0,0,27,7,31,17.5,17.5,18.0,15.785714285714286,17.0
2026-07-28,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,3850.0,1,28,7,31,17.5,16.5,18.0,15.928571428571429,16.964285714285715
2026-07-29,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,4050.0,2,29,7,31,17.5,16.5,22.0,16.071428571428573,16.642857142857142
2026-07-30,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,4100.0,3,30,7,31,17.5,13.0,17.5,16.714285714285715,16.642857142857142
2026-07-31,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,13.0,4300.0,4,31,7,31,17.5,13.0,18.0,16.714285714285715,16.285714285714285
2026-08-01,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,13.0,3900.0,5,1,8,31,13.0,16.5,17.5,16.214285714285715,15.964285714285714
2026-08-02,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.5,4400.0,6,2,8,31,13.0,17.5,17.0,16.071428571428573,15.928571428571429
2026-08-03,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,14.0,4150.0,0,3,8,32,16.5,17.5,17.5,15.571428571428571,15.678571428571429
2026-08-04,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,18.0,4300.0,1,4,8,32,14.0,17.5,16.5,15.642857142857142,15.785714285714286
2026-08-05,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,4150.0,2,5,8,32,18.0,17.5,16.5,15.642857142857142,15.857142857142858
2026-08-06,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,4200.0,3,6,8,32,17.5,17.5,13.0,15.642857142857142,16.178571428571427
2026-08-07,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.5,3950.0,4,7,8,32,17.5,13.0,13.0,16.142857142857142,16.428571428571427
2026-08-08,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.5,3900.0,5,8,8,32,16.5,13.0,16.5,16.642857142857142,16.428571428571427
2026-08-09,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,4150.0,6,9,8,32,16.5,16.5,17.5,16.785714285714285,16.428571428571427
2026-08-10,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,14.5,3950.0,0,10,8,33,17.5,14.0,17.5,16.857142857142858,16.214285714285715
2026-08-11,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,17.5,4100.0,1,11,8,33,14.5,18.0,17.5,16.785714285714285,16.214285714285715
2026-08-12,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,23.0,4250.0,2,12,8,33,17.5,17.5,17.5,17.571428571428573,16.607142857142858
2026-08-13,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,18.5,3850.0,3,13,8,33,23.0,17.5,17.5,17.714285714285715,16.678571428571427
2026-08-14,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,20.0,4050.0,4,14,8,33,18.5,16.5,13.0,18.214285714285715,17.178571428571427
2026-08-15,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,20.0,3850.0,5,15,8,33,20.0,16.5,13.0,18.714285714285715,17.678571428571427
2026-08-16,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,22.0,4250.0,6,16,8,33,20.0,17.5,16.5,19.357142857142858,18.071428571428573
2026-08-17,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,22.0,3900.0,0,17,8,34,22.0,14.5,14.0,20.428571428571427,18.642857142857142
2026-08-18,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,22.0,3850.0,1,18,8,34,22.0,17.5,18.0,21.071428571428573,18.928571428571427
2026-08-19,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,18.0,3950.0,2,19,8,34,22.0,23.0,17.5,20.357142857142858,18.964285714285715
2026-08-20,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.0,3800.0,3,20,8,34,18.0,18.5,17.5,20.0,18.857142857142858
2026-08-21,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,16.0,4250.0,4,21,8,34,16.0,20.0,16.5,19.428571428571427,18.821428571428573
2026-08-22,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,18.0,4200.0,5,22,8,34,16.0,20.0,16.5,19.142857142857142,18.928571428571427
2026-08-23,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,18.0,4350.0,6,23,8,34,18.0,22.0,17.5,18.571428571428573,18.964285714285715
2026-08-24,Thathakapatti(Uzhavar Sandhai ),Salem,Deshi,18.0,3900.0,0,24,8,35,18.0,22.0,14.5,18.0,19.214285714285715
2026-03-12,Theni(Uzhavar Sandhai ),Theni,Other,12.5,5110.0,3,12,3,11,13.0,11.0,12.0,12.714285714285714,12.214285714285714
2026-03-13,Theni(Uzhavar Sandhai ),Theni,Other,12.5,5130.0,4,13,3,11,12.5,12.0,12.0,12.785714285714286,12.25
2026-03-14,Theni(Uzhavar Sandhai ),Theni,Other,12.5,5140.0,5,14,3,11,12.5,12.5,12.0,12.785714285714286,12.285714285714286
2026-03-15,Theni(Uzhavar Sandhai ),Theni,Other,12.5,5320.0,6,15,3,11,12.5,13.0,13.0,12.714285714285714,12.25
2026-03-16,Theni(Uzhavar Sandhai ),Theni,Other,13.0,5410.0,0,16,3,12,12.5,13.0,12.0,12.714285714285714,12.321428571428571
2026-03-17,Theni(Uzhavar Sandhai ),Theni,Other,13.0,5020.0,1,17,3,12,13.0,13.0,11.0,12.714285714285714,12.464285714285714
2026-03-18,Theni(Uzhavar Sandhai ),Theni,Other,12.5,5250.0,2,18,3,12,13.0,13.0,11.0,12.642857142857142,12.571428571428571
2026-03-19,Theni(Uzhavar Sandhai ),Theni,Other,12.5,5220.0,3,19,3,12,12.5,12.5,11.0,12.642857142857142,12.678571428571429
2026-03-20,Theni(Uzhavar Sandhai ),Theni,Other,13.0,3250.0,4,20,3,12,12.5,12.5,12.0,12.714285714285714,12.75
2026-03-21,Theni(Uzhavar Sandhai ),Theni,Other,13.0,4530.0,5,21,3,12,13.0,12.5,12.5,12.785714285714286,12.785714285714286
2026-03-22,Theni(Uzhavar Sandhai ),Theni,Other,14.5,4470.0,6,22,3,12,13.0,12.5,13.0,13.071428571428571,12.892857142857142
2026-03-23,Theni(Uzhavar Sandhai ),Theni,Other,14.5,5300.0,0,23,3,13,14.5,13.0,13.0,13.285714285714286,13.0
2026-03-24,Theni(Uzhavar Sandhai ),Theni,Other,14.5,4450.0,1,24,3,13,14.5,13.0,13.0,13.5,13.107142857142858
2026-03-25,Theni(Uzhavar Sandhai ),Theni,Other,14.0,4910.0,2,25,3,13,14.5,12.5,13.0,13.714285714285714,13.178571428571429
2026-03-26,Theni(Uzhavar Sandhai ),Theni,Other,14.0,5020.0,3,26,3,13,14.0,12.5,12.5,13.928571428571429,13.285714285714286
2026-03-27,Theni(Uzhavar Sandhai ),Theni,Other,14.0,4190.0,4,27,3,13,14.0,13.0,12.5,14.071428571428571,13.392857142857142
2026-03-28,Theni(Uzhavar Sandhai ),Theni,Other,14.0,4450.0,5,28,3,13,14.0,13.0,12.5,14.214285714285714,13.5
2026-03-29,Theni(Uzhavar Sandhai ),Theni,Other,14.0,3670.0,6,29,3,13,14.0,14.5,12.5,14.142857142857142,13.607142857142858
2026-03-30,Theni(Uzhavar Sandhai ),Theni,Local,12.5,5140.0,0,30,3,14,14.0,14.5,13.0,13.857142857142858,13.571428571428571
2026-03-31,Theni(Uzhavar Sandhai ),Theni,Other,14.0,4740.0,1,31,3,14,12.5,14.5,13.0,13.785714285714286,13.642857142857142
2026-04-01,Theni(Uzhavar Sandhai ),Theni,Other,17.0,4970.0,2,1,4,14,14.0,14.0,12.5,14.214285714285714,13.964285714285714
2026-04-02,Theni(Uzhavar Sandhai ),Theni,Other,17.0,4900.0,3,2,4,14,17.0,14.0,12.5,14.642857142857142,14.285714285714286
2026-04-03,Theni(Uzhavar Sandhai ),Theni,Other,17.0,4870.0,4,3,4,14,17.0,14.0,13.0,15.071428571428571,14.571428571428571
2026-04-04,Theni(Uzhavar Sandhai ),Theni,Other,17.0,4720.0,5,4,4,14,17.0,14.0,13.0,15.5,14.857142857142858
2026-04-05,Theni(Uzhavar Sandhai ),Theni,Local,17.0,4280.0,6,5,4,14,17.0,14.0,14.5,15.928571428571429,15.035714285714286
2026-04-06,Theni(Uzhavar Sandhai ),Theni,Local,16.0,5380.0,0,6,4,15,17.0,12.5,14.5,16.428571428571427,15.142857142857142
2026-04-07,Theni(Uzhavar Sandhai ),Theni,Other,17.0,4880.0,1,7,4,15,16.0,14.0,14.5,16.857142857142858,15.321428571428571
2026-04-08,Theni(Uzhavar Sandhai ),Theni,Other,18.0,3920.0,2,8,4,15,17.0,17.0,14.0,17.0,15.607142857142858
2026-04-09,Theni(Uzhavar Sandhai ),Theni,Other,17.0,4960.0,3,9,4,15,18.0,17.0,14.0,17.0,15.821428571428571
2026-04-10,Theni(Uzhavar Sandhai ),Theni,Other,18.0,4840.0,4,10,4,15,17.0,17.0,14.0,17.142857142857142,16.107142857142858
2026-04-11,Theni(Uzhavar Sandhai ),Theni,Other,18.0,4460.0,5,11,4,15,18.0,17.0,14.0,17.285714285714285,16.392857142857142
2026-04-12,Theni(Uzhavar Sandhai ),Theni,Other,18.5,4850.0,6,12,4,15,18.0,17.0,14.0,17.5,16.714285714285715
2026-04-13,Theni(Uzhavar Sandhai ),Theni,Other,26.0,5320.0,0,13,4,16,18.5,16.0,12.5,18.928571428571427,17.678571428571427
2026-04-14,Theni(Uzhavar Sandhai ),Theni,Other,27.5,5290.0,1,14,4,16,26.0,17.0,14.0,20.428571428571427,18.642857142857142
2026-04-15,Theni(Uzhavar Sandhai ),Theni,Other,27.5,4500.0,2,15,4,16,27.5,18.0,17.0,21.785714285714285,19.392857142857142
2026-04-16,Theni(Uzhavar Sandhai ),Theni,Other,27.5,4960.0,3,16,4,16,27.5,17.0,17.0,23.285714285714285,20.142857142857142
2026-04-17,Theni(Uzhavar Sandhai ),Theni,Other,23.0,4950.0,4,17,4,16,27.5,18.0,17.0,24.0,20.571428571428573
2026-04-18,Theni(Uzhavar Sandhai ),Theni,Other,23.0,4730.0,5,18,4,16,23.0,18.0,17.0,24.714285714285715,21.0
2026-04-19,Theni(Uzhavar Sandhai ),Theni,Other,23.0,3910.0,6,19,4,16,23.0,18.5,17.0,25.357142857142858,21.428571428571427
2026-04-20,Theni(Uzhavar Sandhai ),Theni,Other,27.5,5490.0,0,20,4,17,23.0,26.0,16.0,25.571428571428573,22.25
2026-04-21,Theni(Uzhavar Sandhai ),Theni,Other,28.5,3960.0,1,21,4,17,27.5,27.5,17.0,25.714285714285715,23.071428571428573
2026-04-22,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4170.0,2,22,4,17,28.5,27.5,18.0,26.428571428571427,24.107142857142858
2026-04-24,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4160.0,4,24,4,17,32.5,27.5,17.0,27.142857142857142,25.214285714285715
2026-04-25,Theni(Uzhavar Sandhai ),Theni,Other,38.5,2490.0,5,25,4,17,32.5,23.0,18.0,29.357142857142858,26.678571428571427
2026-04-26,Theni(Uzhavar Sandhai ),Theni,Local,40.0,5320.0,6,26,4,17,38.5,23.0,18.0,31.785714285714285,28.25
2026-04-27,Theni(Uzhavar Sandhai ),Theni,Local,40.0,4440.0,0,27,4,18,40.0,23.0,18.5,34.214285714285715,29.785714285714285
2026-04-28,Theni(Uzhavar Sandhai ),Theni,Other,42.5,3580.0,1,28,4,18,40.0,27.5,26.0,36.357142857142854,30.964285714285715
2026-04-29,Theni(Uzhavar Sandhai ),Theni,Other,37.5,4110.0,2,29,4,18,42.5,28.5,27.5,37.642857142857146,31.678571428571427
2026-04-30,Theni(Uzhavar Sandhai ),Theni,Local,34.0,4240.0,3,30,4,18,37.5,32.5,27.5,37.857142857142854,32.142857142857146
2026-05-01,Theni(Uzhavar Sandhai ),Theni,Other,36.5,4160.0,4,1,5,18,34.0,32.5,27.5,38.42857142857143,32.785714285714285
2026-05-02,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4060.0,5,2,5,18,36.5,38.5,23.0,37.57142857142857,33.464285714285715
2026-05-03,Theni(Uzhavar Sandhai ),Theni,Other,36.5,4070.000000000001,6,3,5,18,32.5,40.0,23.0,37.07142857142857,34.42857142857143
2026-05-04,Theni(Uzhavar Sandhai ),Theni,Other,36.5,4870.0,0,4,5,19,36.5,40.0,23.0,36.57142857142857,35.392857142857146
2026-05-05,Theni(Uzhavar Sandhai ),Theni,Other,36.5,4980.0,1,5,5,19,36.5,42.5,27.5,35.714285714285715,36.035714285714285
2026-05-06,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4110.0,2,6,5,19,36.5,37.5,28.5,35.0,36.32142857142857
2026-05-07,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4370.0,3,7,5,19,32.5,34.0,32.5,34.785714285714285,36.32142857142857
2026-05-08,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4320.0,4,8,5,19,32.5,36.5,32.5,34.214285714285715,36.32142857142857
2026-05-09,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4360.0,5,9,5,19,32.5,32.5,38.5,34.214285714285715,35.892857142857146
2026-05-10,Theni(Uzhavar Sandhai ),Theni,Other,32.5,4420.0,6,10,5,19,32.5,36.5,40.0,33.642857142857146,35.357142857142854
2026-05-11,Theni(Uzhavar Sandhai ),Theni,Other,29.0,4610.0,0,11,5,20,32.5,36.5,40.0,32.57142857142857,34.57142857142857
2026-05-12,Theni(Uzhavar Sandhai ),Theni,Other,29.0,4110.0,1,12,5,20,29.0,36.5,42.5,31.5,33.607142857142854
2026-05-13,Theni(Uzhavar Sandhai ),Theni,Other,31.0,4200.0,2,13,5,20,29.0,32.5,37.5,31.285714285714285,33.142857142857146
2026-05-14,Theni(Uzhavar Sandhai ),Theni,Other,32.0,4210.0,3,14,5,20,31.0,32.5,34.0,31.214285714285715,33.0
2026-05-15,Theni(Uzhavar Sandhai ),Theni,Other,32.0,4440.0,4,15,5,20,32.0,32.5,36.5,31.142857142857142,32.67857142857143
2026-05-16,Theni(Uzhavar Sandhai ),Theni,Other,36.5,3540.0,5,16,5,20,32.0,32.5,32.5,31.714285714285715,32.964285714285715
2026-05-17,Theni(Uzhavar Sandhai ),Theni,Other,42.0,4200.0,6,17,5,20,36.5,32.5,36.5,33.07142857142857,33.357142857142854
2026-05-18,Theni(Uzhavar Sandhai ),Theni,Other,42.0,4840.0,0,18,5,21,42.0,29.0,36.5,34.92857142857143,33.75
2026-05-19,Theni(Uzhavar Sandhai ),Theni,Other,41.0,4290.0,1,19,5,21,42.0,29.0,36.5,36.642857142857146,34.07142857142857
2026-05-20,Theni(Uzhavar Sandhai ),Theni,Other,37.5,3330.0,2,20,5,21,41.0,31.0,32.5,37.57142857142857,34.42857142857143
2026-05-21,Theni(Uzhavar Sandhai ),Theni,Other,33.0,3800.0,3,21,5,21,37.5,32.0,32.5,37.714285714285715,34.464285714285715
2026-05-22,Theni(Uzhavar Sandhai ),Theni,Other,33.0,4110.0,4,22,5,21,33.0,32.0,32.5,37.857142857142854,34.5
2026-05-23,Theni(Uzhavar Sandhai ),Theni,Other,33.0,4200.0,5,23,5,21,33.0,36.5,32.5,37.357142857142854,34.535714285714285
2026-05-24,Theni(Uzhavar Sandhai ),Theni,Other,36.5,4450.0,6,24,5,21,33.0,42.0,32.5,36.57142857142857,34.82142857142857
2026-05-25,Theni(Uzhavar Sandhai ),Theni,Other,36.5,5150.0,0,25,5,22,36.5,42.0,29.0,35.785714285714285,35.357142857142854
2026-05-26,Theni(Uzhavar Sandhai ),Theni,Other,37.5,5360.0,1,26,5,22,36.5,41.0,29.0,35.285714285714285,35.964285714285715
2026-05-27,Theni(Uzhavar Sandhai ),Theni,Other,36.5,4290.0,2,27,5,22,37.5,37.5,31.0,35.142857142857146,36.357142857142854
2026-05-28,Theni(Uzhavar Sandhai ),Theni,Other,36.5,4310.0,3,28,5,22,36.5,33.0,32.0,35.642857142857146,36.67857142857143
2026-05-29,Theni(Uzhavar Sandhai ),Theni,Other,32.0,3960.0,4,29,5,22,36.5,33.0,32.0,35.5,36.67857142857143
2026-05-30,Theni(Uzhavar Sandhai ),Theni,Other,36.5,3800.0,5,30,5,22,32.0,33.0,36.5,36.0,36.67857142857143
2026-05-31,Theni(Uzhavar Sandhai ),Theni,Other,36.0,4940.0,6,31,5,22,36.5,36.5,42.0,35.92857142857143,36.25
2026-06-01,Theni(Uzhavar Sandhai ),Theni,Other,37.5,4440.0,0,1,6,23,36.0,36.5,42.0,36.07142857142857,35.92857142857143
2026-06-02,Theni(Uzhavar Sandhai ),Theni,Other,33.0,3710.0,1,2,6,23,37.5,37.5,41.0,35.42857142857143,35.357142857142854
2026-06-03,Theni(Uzhavar Sandhai ),Theni,Other,31.5,3230.0,2,3,6,23,33.0,36.5,37.5,34.714285714285715,34.92857142857143
2026-06-04,Theni(Uzhavar Sandhai ),Theni,Local,25.0,2140.0,3,4,6,23,31.5,36.5,33.0,33.07142857142857,34.357142857142854
2026-06-05,Theni(Uzhavar Sandhai ),Theni,Local,32.5,2000.0,4,5,6,23,25.0,32.0,33.0,33.142857142857146,34.32142857142857
2026-06-06,Theni(Uzhavar Sandhai ),Theni,Local,32.5,1400.0,5,6,6,23,32.5,36.5,33.0,32.57142857142857,34.285714285714285
2026-06-07,Theni(Uzhavar Sandhai ),Theni,Other,39.5,3640.0,6,7,6,23,32.5,36.0,36.5,33.07142857142857,34.5
2026-06-08,Theni(Uzhavar Sandhai ),Theni,Other,44.0,4380.0,0,8,6,24,39.5,37.5,36.5,34.0,35.035714285714285
2026-06-09,Theni(Uzhavar Sandhai ),Theni,Local,40.0,2000.0,1,9,6,24,44.0,33.0,37.5,35.0,35.214285714285715
2026-06-10,Theni(Uzhavar Sandhai ),Theni,Other,45.0,4040.0,2,10,6,24,40.0,31.5,36.5,36.92857142857143,35.82142857142857
2026-06-11,Theni(Uzhavar Sandhai ),Theni,Local,37.5,1730.0,3,11,6,24,45.0,25.0,36.5,38.714285714285715,35.892857142857146
2026-06-12,Theni(Uzhavar Sandhai ),Theni,Local,36.0,1240.0,4,12,6,24,37.5,32.5,32.0,39.214285714285715,36.17857142857143
2026-06-13,Theni(Uzhavar Sandhai ),Theni,Local,33.0,1100.0,5,13,6,24,36.0,32.5,36.5,39.285714285714285,35.92857142857143
2026-06-14,Theni(Uzhavar Sandhai ),Theni,Other,37.0,4960.0,6,14,6,24,33.0,39.5,36.0,38.92857142857143,36.0
2026-06-15,Theni(Uzhavar Sandhai ),Theni,Other,37.0,5050.0,0,15,6,25,37.0,44.0,37.5,37.92857142857143,35.964285714285715
2026-06-16,Theni(Uzhavar Sandhai ),Theni,Other,33.0,4610.0,1,16,6,25,37.0,40.0,33.0,36.92857142857143,35.964285714285715
2026-06-17,Theni(Uzhavar Sandhai ),Theni,Local,30.0,1090.0,2,17,6,25,33.0,45.0,31.5,34.785714285714285,35.857142857142854
2026-06-18,Theni(Uzhavar Sandhai ),Theni,Local,23.0,1550.0,3,18,6,25,30.0,37.5,25.0,32.714285714285715,35.714285714285715
2026-06-19,Theni(Uzhavar Sandhai ),Theni,Local,26.0,1000.0,4,19,6,25,23.0,36.0,32.5,31.285714285714285,35.25
2026-06-20,Theni(Uzhavar Sandhai ),Theni,Local,20.0,1140.0,5,20,6,25,26.0,33.0,32.5,29.428571428571427,34.357142857142854
2026-06-21,Theni(Uzhavar Sandhai ),Theni,Local,18.0,1240.0,6,21,6,25,20.0,37.0,39.5,26.714285714285715,32.82142857142857
2026-06-22,Theni(Uzhavar Sandhai ),Theni,Local,16.5,1170.0,0,22,6,26,18.0,37.0,44.0,23.785714285714285,30.857142857142858
2026-06-23,Theni(Uzhavar Sandhai ),Theni,Other,22.0,5210.0,1,23,6,26,16.5,33.0,40.0,22.214285714285715,29.571428571428573
2026-06-24,Theni(Uzhavar Sandhai ),Theni,Local,16.5,1290.0,2,24,6,26,22.0,30.0,45.0,20.285714285714285,27.535714285714285
2026-06-25,Theni(Uzhavar Sandhai ),Theni,Local,18.0,2110.0,3,25,6,26,16.5,23.0,37.5,19.571428571428573,26.142857142857142
2026-06-26,Theni(Uzhavar Sandhai ),Theni,Local,16.5,1270.0,4,26,6,26,18.0,26.0,36.0,18.214285714285715,24.75
2026-06-27,Theni(Uzhavar Sandhai ),Theni,Local,15.0,1250.0,5,27,6,26,16.5,20.0,33.0,17.5,23.464285714285715
2026-06-28,Theni(Uzhavar Sandhai ),Theni,Local,15.0,1250.0,6,28,6,26,15.0,18.0,37.0,17.071428571428573,21.892857142857142
2026-06-29,Theni(Uzhavar Sandhai ),Theni,Local,15.0,1650.0,0,29,6,27,15.0,16.5,37.0,16.857142857142858,20.321428571428573
2026-06-30,Theni(Uzhavar Sandhai ),Theni,Local,18.0,1270.0,1,30,6,27,15.0,22.0,33.0,16.285714285714285,19.25
2026-07-01,Theni(Uzhavar Sandhai ),Theni,Local,18.0,1660.0,2,1,7,27,18.0,16.5,30.0,16.5,18.392857142857142
2026-07-02,Theni(Uzhavar Sandhai ),Theni,Local,16.5,1290.0,3,2,7,27,18.0,18.0,23.0,16.285714285714285,17.928571428571427
2026-07-03,Theni(Uzhavar Sandhai ),Theni,Local,16.5,1210.0,4,3,7,27,16.5,16.5,26.0,16.285714285714285,17.25
2026-07-04,Theni(Uzhavar Sandhai ),Theni,Local,16.5,3000.0,5,4,7,27,16.5,15.0,20.0,16.5,17.0
2026-07-05,Theni(Uzhavar Sandhai ),Theni,Other,19.0,3880.0,6,5,7,27,16.5,15.0,18.0,17.071428571428573,17.071428571428573
2026-07-06,Theni(Uzhavar Sandhai ),Theni,Local,16.0,1570.0,0,6,7,28,19.0,15.0,16.5,17.214285714285715,17.035714285714285
2026-07-07,Theni(Uzhavar Sandhai ),Theni,Local,16.0,1310.0,1,7,7,28,16.0,18.0,22.0,16.928571428571427,16.607142857142858
2026-07-08,Theni(Uzhavar Sandhai ),Theni,Local,19.0,3970.0,2,8,7,28,16.0,18.0,16.5,17.071428571428573,16.785714285714285
2026-07-09,Theni(Uzhavar Sandhai ),Theni,Local,16.5,2800.0,3,9,7,28,19.0,16.5,18.0,17.071428571428573,16.678571428571427
2026-07-10,Theni(Uzhavar Sandhai ),Theni,Local,16.5,2320.0,4,10,7,28,16.5,16.5,16.5,17.071428571428573,16.678571428571427
2026-07-11,Theni(Uzhavar Sandhai ),Theni,Local,16.5,2200.0,5,11,7,28,16.5,16.5,15.0,17.071428571428573,16.785714285714285
2026-07-12,Theni(Uzhavar Sandhai ),Theni,Local,18.0,2280.0,6,12,7,28,16.5,19.0,15.0,16.928571428571427,17.0
2026-07-13,Theni(Uzhavar Sandhai ),Theni,Local,19.0,2000.0,0,13,7,29,18.0,16.0,15.0,17.357142857142858,17.285714285714285
2026-07-14,Theni(Uzhavar Sandhai ),Theni,Local,19.0,2200.0,1,14,7,29,19.0,16.0,18.0,17.785714285714285,17.357142857142858
2026-07-15,Theni(Uzhavar Sandhai ),Theni,Local,19.0,2250.0,2,15,7,29,19.0,19.0,18.0,17.785714285714285,17.428571428571427
2026-07-16,Theni(Uzhavar Sandhai ),Theni,Local,19.0,2590.0,3,16,7,29,19.0,16.5,16.5,18.142857142857142,17.607142857142858
2026-07-17,Theni(Uzhavar Sandhai ),Theni,Local,19.0,1340.0,4,17,7,29,19.0,16.5,16.5,18.5,17.785714285714285
2026-07-18,Theni(Uzhavar Sandhai ),Theni,Local,20.0,1400.0,5,18,7,29,19.0,16.5,16.5,19.0,18.035714285714285
2026-07-19,Theni(Uzhavar Sandhai ),Theni,Local,19.0,1800.0,6,19,7,29,20.0,18.0,19.0,19.142857142857142,18.035714285714285
2026-07-20,Theni(Uzhavar Sandhai ),Theni,Local,18.0,2000.0,0,20,7,30,19.0,19.0,16.0,19.0,18.178571428571427
2026-07-21,Theni(Uzhavar Sandhai ),Theni,Local,15.0,1780.0,1,21,7,30,18.0,19.0,16.0,18.428571428571427,18.107142857142858
2026-07-22,Theni(Uzhavar Sandhai ),Theni,Local,18.0,2160.0,2,22,7,30,15.0,19.0,19.0,18.285714285714285,18.035714285714285
2026-07-23,Theni(Uzhavar Sandhai ),Theni,Local,16.0,3000.0,3,23,7,30,18.0,19.0,16.5,17.857142857142858,18.0
2026-07-24,Theni(Uzhavar Sandhai ),Theni,Local,15.0,2420.0,4,24,7,30,16.0,19.0,16.5,17.285714285714285,17.892857142857142
2026-07-25,Theni(Uzhavar Sandhai ),Theni,Local,15.0,2500.0,5,25,7,30,15.0,20.0,16.5,16.571428571428573,17.785714285714285
2026-07-26,Theni(Uzhavar Sandhai ),Theni,Local,18.0,2200.0,6,26,7,30,15.0,19.0,18.0,16.428571428571427,17.785714285714285
2026-07-27,Theni(Uzhavar Sandhai ),Theni,Local,18.0,1900.0,0,27,7,31,18.0,18.0,19.0,16.428571428571427,17.714285714285715
2026-07-28,Theni(Uzhavar Sandhai ),Theni,Local,18.0,2400.0,1,28,7,31,18.0,15.0,19.0,16.857142857142858,17.642857142857142
2026-07-29,Theni(Uzhavar Sandhai ),Theni,Local,16.0,1490.0,2,29,7,31,18.0,18.0,19.0,16.571428571428573,17.428571428571427
2026-07-30,Theni(Uzhavar Sandhai ),Theni,Local,16.5,3020.0,3,30,7,31,16.0,16.0,19.0,16.642857142857142,17.25
2026-07-31,Theni(Uzhavar Sandhai ),Theni,Local,16.5,1540.0,4,31,7,31,16.5,15.0,19.0,16.857142857142858,17.071428571428573
2026-08-01,Theni(Uzhavar Sandhai ),Theni,Local,16.5,850.0,5,1,8,31,16.5,15.0,20.0,17.071428571428573,16.821428571428573
2026-08-02,Theni(Uzhavar Sandhai ),Theni,Local,18.0,1840.0,6,2,8,31,16.5,18.0,19.0,17.071428571428573,16.75
2026-08-03,Theni(Uzhavar Sandhai ),Theni,Local,18.0,1680.0,0,3,8,32,18.0,18.0,18.0,17.071428571428573,16.75
2026-08-04,Theni(Uzhavar Sandhai ),Theni,Local,16.5,700.0,1,4,8,32,18.0,18.0,15.0,16.857142857142858,16.857142857142858
2026-08-05,Theni(Uzhavar Sandhai ),Theni,Local,16.5,1250.0,2,5,8,32,16.5,16.0,18.0,16.928571428571427,16.75
2026-08-06,Theni(Uzhavar Sandhai ),Theni,Other,20.0,4830.0,3,6,8,32,16.5,16.5,16.0,17.428571428571427,17.035714285714285
